Logger #,Treatment,Date,Time,Raw Value,Calibrated Value ,(umol/min)
6383,Control,11/29/2017,18:15:00,0,0,
6383,Control,11/29/2017,18:16:00,0,0,
6383,Control,11/29/2017,18:17:00,0,0,
6383,Control,11/29/2017,18:18:00,0,0,
6383,Control,11/29/2017,18:19:00,0,0,
6383,Control,11/29/2017,18:20:00,0,0,
6383,Control,11/29/2017,18:21:00,0,0,
6383,Control,11/29/2017,18:22:00,0,0,
6383,Control,11/29/2017,18:23:00,0,0,
6383,Control,11/29/2017,18:24:00,0,0,
6383,Control,11/29/2017,18:25:00,0,0,
6383,Control,11/29/2017,18:26:00,0,0,
6383,Control,11/29/2017,18:27:00,0,0,
6383,Control,11/29/2017,18:28:00,0,0,
6383,Control,11/29/2017,18:29:00,0,0,
6383,Control,11/29/2017,18:30:00,0,0,
6383,Control,11/29/2017,18:31:00,0,0,
6383,Control,11/29/2017,18:32:00,0,0,
6383,Control,11/29/2017,18:33:00,0,0,
6383,Control,11/29/2017,18:34:00,0,0,
6383,Control,11/29/2017,18:35:00,0,0,
6383,Control,11/29/2017,18:36:00,0,0,
6383,Control,11/29/2017,18:37:00,0,0,
6383,Control,11/29/2017,18:38:00,0,0,
6383,Control,11/29/2017,18:39:00,0,0,
6383,Control,11/29/2017,18:40:00,0,0,
6383,Control,11/29/2017,18:41:00,0,0,
6383,Control,11/29/2017,18:42:00,0,0,
6383,Control,11/29/2017,18:43:00,0,0,
6383,Control,11/29/2017,18:44:00,0,0,
6383,Control,11/29/2017,18:45:00,0,0,
6383,Control,11/29/2017,18:46:00,0,0,
6383,Control,11/29/2017,18:47:00,0,0,
6383,Control,11/29/2017,18:48:00,0,0,
6383,Control,11/29/2017,18:49:00,0,0,
6383,Control,11/29/2017,18:50:00,0,0,
6383,Control,11/29/2017,18:51:00,0,0,
6383,Control,11/29/2017,18:52:00,0,0,
6383,Control,11/29/2017,18:53:00,0,0,
6383,Control,11/29/2017,18:54:00,0,0,
6383,Control,11/29/2017,18:55:00,0,0,
6383,Control,11/29/2017,18:56:00,0,0,
6383,Control,11/29/2017,18:57:00,0,0,
6383,Control,11/29/2017,18:58:00,0,0,
6383,Control,11/29/2017,18:59:00,0,0,
6383,Control,11/29/2017,19:00:00,0,0,
6383,Control,11/29/2017,19:01:00,0,0,
6383,Control,11/29/2017,19:02:00,0,0,
6383,Control,11/29/2017,19:03:00,0,0,
6383,Control,11/29/2017,19:04:00,0,0,
6383,Control,11/29/2017,19:05:00,0,0,
6383,Control,11/29/2017,19:06:00,0,0,
6383,Control,11/29/2017,19:07:00,0,0,
6383,Control,11/29/2017,19:08:00,0,0,
6383,Control,11/29/2017,19:09:00,0,0,
6383,Control,11/29/2017,19:10:00,0,0,
6383,Control,11/29/2017,19:11:00,0,0,
6383,Control,11/29/2017,19:12:00,0,0,
6383,Control,11/29/2017,19:13:00,0,0,
6383,Control,11/29/2017,19:14:00,0,0,
6383,Control,11/29/2017,19:15:00,0,0,
6383,Control,11/29/2017,19:16:00,0,0,
6383,Control,11/29/2017,19:17:00,0,0,
6383,Control,11/29/2017,19:18:00,0,0,
6383,Control,11/29/2017,19:19:00,0,0,
6383,Control,11/29/2017,19:20:00,0,0,
6383,Control,11/29/2017,19:21:00,0,0,
6383,Control,11/29/2017,19:22:00,0,0,
6383,Control,11/29/2017,19:23:00,0,0,
6383,Control,11/29/2017,19:24:00,0,0,
6383,Control,11/29/2017,19:25:00,0,0,
6383,Control,11/29/2017,19:26:00,0,0,
6383,Control,11/29/2017,19:27:00,0,0,
6383,Control,11/29/2017,19:28:00,0,0,
6383,Control,11/29/2017,19:29:00,0,0,
6383,Control,11/29/2017,19:30:00,0,0,
6383,Control,11/29/2017,19:31:00,0,0,
6383,Control,11/29/2017,19:32:00,0,0,
6383,Control,11/29/2017,19:33:00,0,0,
6383,Control,11/29/2017,19:34:00,0,0,
6383,Control,11/29/2017,19:35:00,0,0,
6383,Control,11/29/2017,19:36:00,0,0,
6383,Control,11/29/2017,19:37:00,0,0,
6383,Control,11/29/2017,19:38:00,0,0,
6383,Control,11/29/2017,19:39:00,0,0,
6383,Control,11/29/2017,19:40:00,0,0,
6383,Control,11/29/2017,19:41:00,0,0,
6383,Control,11/29/2017,19:42:00,0,0,
6383,Control,11/29/2017,19:43:00,0,0,
6383,Control,11/29/2017,19:44:00,0,0,
6383,Control,11/29/2017,19:45:00,0,0,
6383,Control,11/29/2017,19:46:00,0,0,
6383,Control,11/29/2017,19:47:00,0,0,
6383,Control,11/29/2017,19:48:00,0,0,
6383,Control,11/29/2017,19:49:00,0,0,
6383,Control,11/29/2017,19:50:00,0,0,
6383,Control,11/29/2017,19:51:00,0,0,
6383,Control,11/29/2017,19:52:00,0,0,
6383,Control,11/29/2017,19:53:00,0,0,
6383,Control,11/29/2017,19:54:00,0,0,
6383,Control,11/29/2017,19:55:00,0,0,
6383,Control,11/29/2017,19:56:00,0,0,
6383,Control,11/29/2017,19:57:00,0,0,
6383,Control,11/29/2017,19:58:00,0,0,
6383,Control,11/29/2017,19:59:00,0,0,
6383,Control,11/29/2017,20:00:00,0,0,
6383,Control,11/29/2017,20:01:00,0,0,
6383,Control,11/29/2017,20:02:00,0,0,
6383,Control,11/29/2017,20:03:00,0,0,
6383,Control,11/29/2017,20:04:00,0,0,
6383,Control,11/29/2017,20:05:00,0,0,
6383,Control,11/29/2017,20:06:00,0,0,
6383,Control,11/29/2017,20:07:00,0,0,
6383,Control,11/29/2017,20:08:00,0,0,
6383,Control,11/29/2017,20:09:00,0,0,
6383,Control,11/29/2017,20:10:00,0,0,
6383,Control,11/29/2017,20:11:00,0,0,
6383,Control,11/29/2017,20:12:00,0,0,
6383,Control,11/29/2017,20:13:00,0,0,
6383,Control,11/29/2017,20:14:00,0,0,
6383,Control,11/29/2017,20:15:00,0,0,
6383,Control,11/29/2017,20:16:00,0,0,
6383,Control,11/29/2017,20:17:00,0,0,
6383,Control,11/29/2017,20:18:00,0,0,
6383,Control,11/29/2017,20:19:00,0,0,
6383,Control,11/29/2017,20:20:00,0,0,
6383,Control,11/29/2017,20:21:00,0,0,
6383,Control,11/29/2017,20:22:00,0,0,
6383,Control,11/29/2017,20:23:00,0,0,
6383,Control,11/29/2017,20:24:00,0,0,
6383,Control,11/29/2017,20:25:00,0,0,
6383,Control,11/29/2017,20:26:00,0,0,
6383,Control,11/29/2017,20:27:00,0,0,
6383,Control,11/29/2017,20:28:00,0,0,
6383,Control,11/29/2017,20:29:00,0,0,
6383,Control,11/29/2017,20:30:00,0,0,
6383,Control,11/29/2017,20:31:00,0,0,
6383,Control,11/29/2017,20:32:00,0,0,
6383,Control,11/29/2017,20:33:00,0,0,
6383,Control,11/29/2017,20:34:00,0,0,
6383,Control,11/29/2017,20:35:00,0,0,
6383,Control,11/29/2017,20:36:00,0,0,
6383,Control,11/29/2017,20:37:00,0,0,
6383,Control,11/29/2017,20:38:00,0,0,
6383,Control,11/29/2017,20:39:00,0,0,
6383,Control,11/29/2017,20:40:00,0,0,
6383,Control,11/29/2017,20:41:00,0,0,
6383,Control,11/29/2017,20:42:00,0,0,
6383,Control,11/29/2017,20:43:00,0,0,
6383,Control,11/29/2017,20:44:00,0,0,
6383,Control,11/29/2017,20:45:00,0,0,
6383,Control,11/29/2017,20:46:00,0,0,
6383,Control,11/29/2017,20:47:00,0,0,
6383,Control,11/29/2017,20:48:00,0,0,
6383,Control,11/29/2017,20:49:00,0,0,
6383,Control,11/29/2017,20:50:00,0,0,
6383,Control,11/29/2017,20:51:00,0,0,
6383,Control,11/29/2017,20:52:00,0,0,
6383,Control,11/29/2017,20:53:00,0,0,
6383,Control,11/29/2017,20:54:00,0,0,
6383,Control,11/29/2017,20:55:00,0,0,
6383,Control,11/29/2017,20:56:00,0,0,
6383,Control,11/29/2017,20:57:00,0,0,
6383,Control,11/29/2017,20:58:00,0,0,
6383,Control,11/29/2017,20:59:00,0,0,
6383,Control,11/29/2017,21:00:00,0,0,
6383,Control,11/29/2017,21:01:00,0,0,
6383,Control,11/29/2017,21:02:00,0,0,
6383,Control,11/29/2017,21:03:00,0,0,
6383,Control,11/29/2017,21:04:00,0,0,
6383,Control,11/29/2017,21:05:00,0,0,
6383,Control,11/29/2017,21:06:00,0,0,
6383,Control,11/29/2017,21:07:00,0,0,
6383,Control,11/29/2017,21:08:00,0,0,
6383,Control,11/29/2017,21:09:00,0,0,
6383,Control,11/29/2017,21:10:00,0,0,
6383,Control,11/29/2017,21:11:00,0,0,
6383,Control,11/29/2017,21:12:00,0,0,
6383,Control,11/29/2017,21:13:00,0,0,
6383,Control,11/29/2017,21:14:00,0,0,
6383,Control,11/29/2017,21:15:00,0,0,
6383,Control,11/29/2017,21:16:00,0,0,
6383,Control,11/29/2017,21:17:00,0,0,
6383,Control,11/29/2017,21:18:00,0,0,
6383,Control,11/29/2017,21:19:00,0,0,
6383,Control,11/29/2017,21:20:00,0,0,
6383,Control,11/29/2017,21:21:00,0,0,
6383,Control,11/29/2017,21:22:00,0,0,
6383,Control,11/29/2017,21:23:00,0,0,
6383,Control,11/29/2017,21:24:00,0,0,
6383,Control,11/29/2017,21:25:00,0,0,
6383,Control,11/29/2017,21:26:00,0,0,
6383,Control,11/29/2017,21:27:00,0,0,
6383,Control,11/29/2017,21:28:00,0,0,
6383,Control,11/29/2017,21:29:00,0,0,
6383,Control,11/29/2017,21:30:00,0,0,
6383,Control,11/29/2017,21:31:00,0,0,
6383,Control,11/29/2017,21:32:00,0,0,
6383,Control,11/29/2017,21:33:00,0,0,
6383,Control,11/29/2017,21:34:00,0,0,
6383,Control,11/29/2017,21:35:00,0,0,
6383,Control,11/29/2017,21:36:00,0,0,
6383,Control,11/29/2017,21:37:00,0,0,
6383,Control,11/29/2017,21:38:00,0,0,
6383,Control,11/29/2017,21:39:00,0,0,
6383,Control,11/29/2017,21:40:00,0,0,
6383,Control,11/29/2017,21:41:00,0,0,
6383,Control,11/29/2017,21:42:00,0,0,
6383,Control,11/29/2017,21:43:00,0,0,
6383,Control,11/29/2017,21:44:00,0,0,
6383,Control,11/29/2017,21:45:00,0,0,
6383,Control,11/29/2017,21:46:00,0,0,
6383,Control,11/29/2017,21:47:00,0,0,
6383,Control,11/29/2017,21:48:00,0,0,
6383,Control,11/29/2017,21:49:00,0,0,
6383,Control,11/29/2017,21:50:00,0,0,
6383,Control,11/29/2017,21:51:00,0,0,
6383,Control,11/29/2017,21:52:00,0,0,
6383,Control,11/29/2017,21:53:00,0,0,
6383,Control,11/29/2017,21:54:00,0,0,
6383,Control,11/29/2017,21:55:00,0,0,
6383,Control,11/29/2017,21:56:00,0,0,
6383,Control,11/29/2017,21:57:00,0,0,
6383,Control,11/29/2017,21:58:00,0,0,
6383,Control,11/29/2017,21:59:00,0,0,
6383,Control,11/29/2017,22:00:00,0,0,
6383,Control,11/29/2017,22:01:00,0,0,
6383,Control,11/29/2017,22:02:00,0,0,
6383,Control,11/29/2017,22:03:00,0,0,
6383,Control,11/29/2017,22:04:00,0,0,
6383,Control,11/29/2017,22:05:00,0,0,
6383,Control,11/29/2017,22:06:00,0,0,
6383,Control,11/29/2017,22:07:00,0,0,
6383,Control,11/29/2017,22:08:00,0,0,
6383,Control,11/29/2017,22:09:00,0,0,
6383,Control,11/29/2017,22:10:00,0,0,
6383,Control,11/29/2017,22:11:00,0,0,
6383,Control,11/29/2017,22:12:00,0,0,
6383,Control,11/29/2017,22:13:00,0,0,
6383,Control,11/29/2017,22:14:00,0,0,
6383,Control,11/29/2017,22:15:00,0,0,
6383,Control,11/29/2017,22:16:00,0,0,
6383,Control,11/29/2017,22:17:00,0,0,
6383,Control,11/29/2017,22:18:00,0,0,
6383,Control,11/29/2017,22:19:00,0,0,
6383,Control,11/29/2017,22:20:00,0,0,
6383,Control,11/29/2017,22:21:00,0,0,
6383,Control,11/29/2017,22:22:00,0,0,
6383,Control,11/29/2017,22:23:00,0,0,
6383,Control,11/29/2017,22:24:00,0,0,
6383,Control,11/29/2017,22:25:00,0,0,
6383,Control,11/29/2017,22:26:00,0,0,
6383,Control,11/29/2017,22:27:00,0,0,
6383,Control,11/29/2017,22:28:00,0,0,
6383,Control,11/29/2017,22:29:00,0,0,
6383,Control,11/29/2017,22:30:00,0,0,
6383,Control,11/29/2017,22:31:00,0,0,
6383,Control,11/29/2017,22:32:00,0,0,
6383,Control,11/29/2017,22:33:00,0,0,
6383,Control,11/29/2017,22:34:00,0,0,
6383,Control,11/29/2017,22:35:00,0,0,
6383,Control,11/29/2017,22:36:00,0,0,
6383,Control,11/29/2017,22:37:00,0,0,
6383,Control,11/29/2017,22:38:00,0,0,
6383,Control,11/29/2017,22:39:00,0,0,
6383,Control,11/29/2017,22:40:00,0,0,
6383,Control,11/29/2017,22:41:00,0,0,
6383,Control,11/29/2017,22:42:00,0,0,
6383,Control,11/29/2017,22:43:00,0,0,
6383,Control,11/29/2017,22:44:00,0,0,
6383,Control,11/29/2017,22:45:00,0,0,
6383,Control,11/29/2017,22:46:00,0,0,
6383,Control,11/29/2017,22:47:00,0,0,
6383,Control,11/29/2017,22:48:00,0,0,
6383,Control,11/29/2017,22:49:00,0,0,
6383,Control,11/29/2017,22:50:00,0,0,
6383,Control,11/29/2017,22:51:00,0,0,
6383,Control,11/29/2017,22:52:00,0,0,
6383,Control,11/29/2017,22:53:00,0,0,
6383,Control,11/29/2017,22:54:00,0,0,
6383,Control,11/29/2017,22:55:00,0,0,
6383,Control,11/29/2017,22:56:00,0,0,
6383,Control,11/29/2017,22:57:00,0,0,
6383,Control,11/29/2017,22:58:00,0,0,
6383,Control,11/29/2017,22:59:00,0,0,
6383,Control,11/29/2017,23:00:00,0,0,
6383,Control,11/29/2017,23:01:00,0,0,
6383,Control,11/29/2017,23:02:00,0,0,
6383,Control,11/29/2017,23:03:00,0,0,
6383,Control,11/29/2017,23:04:00,0,0,
6383,Control,11/29/2017,23:05:00,0,0,
6383,Control,11/29/2017,23:06:00,0,0,
6383,Control,11/29/2017,23:07:00,0,0,
6383,Control,11/29/2017,23:08:00,0,0,
6383,Control,11/29/2017,23:09:00,0,0,
6383,Control,11/29/2017,23:10:00,0,0,
6383,Control,11/29/2017,23:11:00,0,0,
6383,Control,11/29/2017,23:12:00,0,0,
6383,Control,11/29/2017,23:13:00,0,0,
6383,Control,11/29/2017,23:14:00,0,0,
6383,Control,11/29/2017,23:15:00,0,0,
6383,Control,11/29/2017,23:16:00,0,0,
6383,Control,11/29/2017,23:17:00,0,0,
6383,Control,11/29/2017,23:18:00,0,0,
6383,Control,11/29/2017,23:19:00,0,0,
6383,Control,11/29/2017,23:20:00,0,0,
6383,Control,11/29/2017,23:21:00,0,0,
6383,Control,11/29/2017,23:22:00,0,0,
6383,Control,11/29/2017,23:23:00,0,0,
6383,Control,11/29/2017,23:24:00,0,0,
6383,Control,11/29/2017,23:25:00,0,0,
6383,Control,11/29/2017,23:26:00,0,0,
6383,Control,11/29/2017,23:27:00,0,0,
6383,Control,11/29/2017,23:28:00,0,0,
6383,Control,11/29/2017,23:29:00,0,0,
6383,Control,11/29/2017,23:30:00,0,0,
6383,Control,11/29/2017,23:31:00,0,0,
6383,Control,11/29/2017,23:32:00,0,0,
6383,Control,11/29/2017,23:33:00,0,0,
6383,Control,11/29/2017,23:34:00,0,0,
6383,Control,11/29/2017,23:35:00,0,0,
6383,Control,11/29/2017,23:36:00,0,0,
6383,Control,11/29/2017,23:37:00,0,0,
6383,Control,11/29/2017,23:38:00,0,0,
6383,Control,11/29/2017,23:39:00,0,0,
6383,Control,11/29/2017,23:40:00,0,0,
6383,Control,11/29/2017,23:41:00,0,0,
6383,Control,11/29/2017,23:42:00,0,0,
6383,Control,11/29/2017,23:43:00,0,0,
6383,Control,11/29/2017,23:44:00,0,0,
6383,Control,11/29/2017,23:45:00,0,0,
6383,Control,11/29/2017,23:46:00,0,0,
6383,Control,11/29/2017,23:47:00,0,0,
6383,Control,11/29/2017,23:48:00,0,0,
6383,Control,11/29/2017,23:49:00,0,0,
6383,Control,11/29/2017,23:50:00,0,0,
6383,Control,11/29/2017,23:51:00,0,0,
6383,Control,11/29/2017,23:52:00,0,0,
6383,Control,11/29/2017,23:53:00,0,0,
6383,Control,11/29/2017,23:54:00,0,0,
6383,Control,11/29/2017,23:55:00,0,0,
6383,Control,11/29/2017,23:56:00,0,0,
6383,Control,11/29/2017,23:57:00,0,0,
6383,Control,11/29/2017,23:58:00,0,0,
6383,Control,11/29/2017,23:59:00,0,0,
6383,Control,11/29/2017,24:00:00,0,0,
6383,Control,11/30/2017,0:01:00,0,0,
6383,Control,11/30/2017,0:02:00,0,0,
6383,Control,11/30/2017,0:03:00,0,0,
6383,Control,11/30/2017,0:04:00,0,0,
6383,Control,11/30/2017,0:05:00,0,0,
6383,Control,11/30/2017,0:06:00,0,0,
6383,Control,11/30/2017,0:07:00,0,0,
6383,Control,11/30/2017,0:08:00,0,0,
6383,Control,11/30/2017,0:09:00,0,0,
6383,Control,11/30/2017,0:10:00,0,0,
6383,Control,11/30/2017,0:11:00,0,0,
6383,Control,11/30/2017,0:12:00,0,0,
6383,Control,11/30/2017,0:13:00,0,0,
6383,Control,11/30/2017,0:14:00,0,0,
6383,Control,11/30/2017,0:15:00,0,0,
6383,Control,11/30/2017,0:16:00,0,0,
6383,Control,11/30/2017,0:17:00,0,0,
6383,Control,11/30/2017,0:18:00,0,0,
6383,Control,11/30/2017,0:19:00,0,0,
6383,Control,11/30/2017,0:20:00,0,0,
6383,Control,11/30/2017,0:21:00,0,0,
6383,Control,11/30/2017,0:22:00,0,0,
6383,Control,11/30/2017,0:23:00,0,0,
6383,Control,11/30/2017,0:24:00,0,0,
6383,Control,11/30/2017,0:25:00,0,0,
6383,Control,11/30/2017,0:26:00,0,0,
6383,Control,11/30/2017,0:27:00,0,0,
6383,Control,11/30/2017,0:28:00,0,0,
6383,Control,11/30/2017,0:29:00,0,0,
6383,Control,11/30/2017,0:30:00,0,0,
6383,Control,11/30/2017,0:31:00,0,0,
6383,Control,11/30/2017,0:32:00,0,0,
6383,Control,11/30/2017,0:33:00,0,0,
6383,Control,11/30/2017,0:34:00,0,0,
6383,Control,11/30/2017,0:35:00,0,0,
6383,Control,11/30/2017,0:36:00,0,0,
6383,Control,11/30/2017,0:37:00,0,0,
6383,Control,11/30/2017,0:38:00,0,0,
6383,Control,11/30/2017,0:39:00,0,0,
6383,Control,11/30/2017,0:40:00,0,0,
6383,Control,11/30/2017,0:41:00,0,0,
6383,Control,11/30/2017,0:42:00,0,0,
6383,Control,11/30/2017,0:43:00,0,0,
6383,Control,11/30/2017,0:44:00,0,0,
6383,Control,11/30/2017,0:45:00,0,0,
6383,Control,11/30/2017,0:46:00,0,0,
6383,Control,11/30/2017,0:47:00,0,0,
6383,Control,11/30/2017,0:48:00,0,0,
6383,Control,11/30/2017,0:49:00,0,0,
6383,Control,11/30/2017,0:50:00,0,0,
6383,Control,11/30/2017,0:51:00,0,0,
6383,Control,11/30/2017,0:52:00,0,0,
6383,Control,11/30/2017,0:53:00,0,0,
6383,Control,11/30/2017,0:54:00,0,0,
6383,Control,11/30/2017,0:55:00,0,0,
6383,Control,11/30/2017,0:56:00,0,0,
6383,Control,11/30/2017,0:57:00,0,0,
6383,Control,11/30/2017,0:58:00,0,0,
6383,Control,11/30/2017,0:59:00,0,0,
6383,Control,11/30/2017,1:00:00,0,0,
6383,Control,11/30/2017,1:01:00,0,0,
6383,Control,11/30/2017,1:02:00,0,0,
6383,Control,11/30/2017,1:03:00,0,0,
6383,Control,11/30/2017,1:04:00,0,0,
6383,Control,11/30/2017,1:05:00,0,0,
6383,Control,11/30/2017,1:06:00,0,0,
6383,Control,11/30/2017,1:07:00,0,0,
6383,Control,11/30/2017,1:08:00,0,0,
6383,Control,11/30/2017,1:09:00,0,0,
6383,Control,11/30/2017,1:10:00,0,0,
6383,Control,11/30/2017,1:11:00,0,0,
6383,Control,11/30/2017,1:12:00,0,0,
6383,Control,11/30/2017,1:13:00,0,0,
6383,Control,11/30/2017,1:14:00,0,0,
6383,Control,11/30/2017,1:15:00,0,0,
6383,Control,11/30/2017,1:16:00,0,0,
6383,Control,11/30/2017,1:17:00,0,0,
6383,Control,11/30/2017,1:18:00,0,0,
6383,Control,11/30/2017,1:19:00,0,0,
6383,Control,11/30/2017,1:20:00,0,0,
6383,Control,11/30/2017,1:21:00,0,0,
6383,Control,11/30/2017,1:22:00,0,0,
6383,Control,11/30/2017,1:23:00,0,0,
6383,Control,11/30/2017,1:24:00,0,0,
6383,Control,11/30/2017,1:25:00,0,0,
6383,Control,11/30/2017,1:26:00,0,0,
6383,Control,11/30/2017,1:27:00,0,0,
6383,Control,11/30/2017,1:28:00,0,0,
6383,Control,11/30/2017,1:29:00,0,0,
6383,Control,11/30/2017,1:30:00,0,0,
6383,Control,11/30/2017,1:31:00,0,0,
6383,Control,11/30/2017,1:32:00,0,0,
6383,Control,11/30/2017,1:33:00,0,0,
6383,Control,11/30/2017,1:34:00,0,0,
6383,Control,11/30/2017,1:35:00,0,0,
6383,Control,11/30/2017,1:36:00,0,0,
6383,Control,11/30/2017,1:37:00,0,0,
6383,Control,11/30/2017,1:38:00,0,0,
6383,Control,11/30/2017,1:39:00,0,0,
6383,Control,11/30/2017,1:40:00,0,0,
6383,Control,11/30/2017,1:41:00,0,0,
6383,Control,11/30/2017,1:42:00,0,0,
6383,Control,11/30/2017,1:43:00,0,0,
6383,Control,11/30/2017,1:44:00,0,0,
6383,Control,11/30/2017,1:45:00,0,0,
6383,Control,11/30/2017,1:46:00,0,0,
6383,Control,11/30/2017,1:47:00,0,0,
6383,Control,11/30/2017,1:48:00,0,0,
6383,Control,11/30/2017,1:49:00,0,0,
6383,Control,11/30/2017,1:50:00,0,0,
6383,Control,11/30/2017,1:51:00,0,0,
6383,Control,11/30/2017,1:52:00,0,0,
6383,Control,11/30/2017,1:53:00,0,0,
6383,Control,11/30/2017,1:54:00,0,0,
6383,Control,11/30/2017,1:55:00,0,0,
6383,Control,11/30/2017,1:56:00,0,0,
6383,Control,11/30/2017,1:57:00,0,0,
6383,Control,11/30/2017,1:58:00,0,0,
6383,Control,11/30/2017,1:59:00,0,0,
6383,Control,11/30/2017,2:00:00,0,0,
6383,Control,11/30/2017,2:01:00,0,0,
6383,Control,11/30/2017,2:02:00,0,0,
6383,Control,11/30/2017,2:03:00,0,0,
6383,Control,11/30/2017,2:04:00,0,0,
6383,Control,11/30/2017,2:05:00,0,0,
6383,Control,11/30/2017,2:06:00,0,0,
